drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve,suppression_rate
0.8,1.25,10.0,convex,0
0.8,10.0,10.0,convex,1.00
0.8,11.25,10.0,convex,1.00
0.8,12.5,10.0,convex,1.00
0.8,13.75,10.0,convex,1.00
0.8,15.0,10.0,convex,1.00
0.8,16.25,10.0,convex,1.00
0.8,17.5,10.0,convex,1.00
0.8,18.75,10.0,convex,1.00
0.8,2.5,10.0,convex,0
0.8,20.0,10.0,convex,1.00
0.8,21.25,10.0,convex,1.00
0.8,22.5,10.0,convex,1.00
0.8,23.75,10.0,convex,1.00
0.8,25.0,10.0,convex,1.00
0.8,3.75,10.0,convex,0
0.8,5.0,10.0,convex,1.00
0.8,6.25,10.0,convex,1.00
0.8,7.5,10.0,convex,1.00
0.8,8.75,10.0,convex,1.00
0.85,0.0,10.0,convex,0
0.85,1.25,10.0,convex,0
0.85,10.0,10.0,convex,1.00
0.85,11.25,10.0,convex,1.00
0.85,12.5,10.0,convex,1.00
0.85,13.75,10.0,convex,1.00
0.85,15.0,10.0,convex,1.00
0.85,16.25,10.0,convex,1.00
0.85,17.5,10.0,convex,1.00
0.85,18.75,10.0,convex,1.00
0.85,2.5,10.0,convex,0
0.85,20.0,10.0,convex,1.00
0.85,21.25,10.0,convex,1.00
0.85,22.5,10.0,convex,1.00
0.85,23.75,10.0,convex,1.00
0.85,25.0,10.0,convex,1.00
0.85,3.75,10.0,convex,.95
0.85,5.0,10.0,convex,1.00
0.85,6.25,10.0,convex,1.00
0.85,7.5,10.0,convex,1.00
0.85,8.75,10.0,convex,1.00
0.9,0.0,10.0,convex,0
0.9,1.25,10.0,convex,0
0.9,10.0,10.0,convex,1.00
0.9,11.25,10.0,convex,1.00
0.9,12.5,10.0,convex,1.00
0.9,13.75,10.0,convex,1.00
0.9,15.0,10.0,convex,1.00
0.9,16.25,10.0,convex,1.00
0.9,17.5,10.0,convex,1.00
0.9,18.75,10.0,convex,1.00
0.9,2.5,10.0,convex,.55
0.9,20.0,10.0,convex,1.00
0.9,21.25,10.0,convex,1.00
0.9,22.5,10.0,convex,1.00
0.9,23.75,10.0,convex,1.00
0.9,25.0,10.0,convex,1.00
0.9,3.75,10.0,convex,1.00
0.9,5.0,10.0,convex,1.00
0.9,6.25,10.0,convex,1.00
0.9,7.5,10.0,convex,1.00
0.9,8.75,10.0,convex,1.00
0.95,0.0,10.0,convex,0
0.95,1.25,10.0,convex,.10
0.95,10.0,10.0,convex,1.00
0.95,11.25,10.0,convex,1.00
0.95,12.5,10.0,convex,1.00
0.95,13.75,10.0,convex,1.00
0.95,15.0,10.0,convex,1.00
0.95,16.25,10.0,convex,1.00
0.95,17.5,10.0,convex,1.00
0.95,18.75,10.0,convex,1.00
0.95,2.5,10.0,convex,1.00
0.95,20.0,10.0,convex,1.00
0.95,21.25,10.0,convex,1.00
0.95,22.5,10.0,convex,1.00
0.95,23.75,10.0,convex,1.00
0.95,25.0,10.0,convex,1.00
0.95,3.75,10.0,convex,1.00
0.95,5.0,10.0,convex,1.00
0.95,6.25,10.0,convex,1.00
0.95,7.5,10.0,convex,1.00
0.95,8.75,10.0,convex,1.00
1.0,0.0,10.0,convex,0
1.0,1.25,10.0,convex,1.00
1.0,10.0,10.0,convex,1.00
1.0,11.25,10.0,convex,1.00
1.0,12.5,10.0,convex,1.00
1.0,13.75,10.0,convex,1.00
1.0,15.0,10.0,convex,1.00
1.0,16.25,10.0,convex,1.00
1.0,17.5,10.0,convex,1.00
1.0,18.75,10.0,convex,1.00
1.0,2.5,10.0,convex,1.00
1.0,20.0,10.0,convex,1.00
1.0,21.25,10.0,convex,1.00
1.0,22.5,10.0,convex,1.00
1.0,23.75,10.0,convex,1.00
1.0,25.0,10.0,convex,1.00
1.0,3.75,10.0,convex,1.00
1.0,5.0,10.0,convex,1.00
1.0,6.25,10.0,convex,1.00
1.0,7.5,10.0,convex,1.00
1.0,8.75,10.0,convex,1.00
0.0,0.0,10.0,linear,0
0.0,0.75,10.0,linear,0
0.0,1.5,10.0,linear,0
0.0,10.5,10.0,linear,0
0.0,11.25,10.0,linear,0
0.0,12.0,10.0,linear,0
0.0,12.75,10.0,linear,0
0.0,13.5,10.0,linear,0
0.0,14.25,10.0,linear,.75
0.0,15.0,10.0,linear,1.00
0.0,2.25,10.0,linear,0
0.0,3.0,10.0,linear,0
0.0,3.75,10.0,linear,0
0.0,4.5,10.0,linear,0
0.0,5.25,10.0,linear,0
0.0,6.0,10.0,linear,0
0.0,6.75,10.0,linear,0
0.0,7.5,10.0,linear,0
0.0,8.25,10.0,linear,0
0.0,9.0,10.0,linear,0
0.0,9.75,10.0,linear,0
0.05,0.0,10.0,linear,0
0.05,0.75,10.0,linear,0
0.05,1.5,10.0,linear,0
0.05,10.5,10.0,linear,0
0.05,11.25,10.0,linear,0
0.05,12.0,10.0,linear,0
0.05,12.75,10.0,linear,0
0.05,13.5,10.0,linear,.60
0.05,14.25,10.0,linear,1.00
0.05,15.0,10.0,linear,1.00
0.05,2.25,10.0,linear,0
0.05,3.0,10.0,linear,0
0.05,3.75,10.0,linear,0
0.05,4.5,10.0,linear,0
0.05,5.25,10.0,linear,0
0.05,6.0,10.0,linear,0
0.05,6.75,10.0,linear,0
0.05,7.5,10.0,linear,0
0.05,8.25,10.0,linear,0
0.05,9.0,10.0,linear,0
0.05,9.75,10.0,linear,0
0.1,0.0,10.0,linear,0
0.1,0.75,10.0,linear,0
0.1,1.5,10.0,linear,0
0.1,10.5,10.0,linear,0
0.1,11.25,10.0,linear,0
0.1,12.0,10.0,linear,0
0.1,12.75,10.0,linear,.45
0.1,13.5,10.0,linear,1.00
0.1,14.25,10.0,linear,1.00
0.1,15.0,10.0,linear,1.00
0.1,2.25,10.0,linear,0
0.1,3.0,10.0,linear,0
0.1,3.75,10.0,linear,0
0.1,4.5,10.0,linear,0
0.1,5.25,10.0,linear,0
0.1,6.0,10.0,linear,0
0.1,6.75,10.0,linear,0
0.1,7.5,10.0,linear,0
0.1,8.25,10.0,linear,0
0.1,9.0,10.0,linear,0
0.1,9.75,10.0,linear,0
0.15,0.0,10.0,linear,0
0.15,0.75,10.0,linear,0
0.15,1.5,10.0,linear,0
0.15,10.5,10.0,linear,0
0.15,11.25,10.0,linear,0
0.15,12.0,10.0,linear,.05
0.15,12.75,10.0,linear,1.00
0.15,13.5,10.0,linear,1.00
0.15,14.25,10.0,linear,1.00
0.15,15.0,10.0,linear,1.00
0.15,2.25,10.0,linear,0
0.15,3.0,10.0,linear,0
0.15,3.75,10.0,linear,0
0.15,4.5,10.0,linear,0
0.15,5.25,10.0,linear,0
0.15,6.0,10.0,linear,0
0.15,6.75,10.0,linear,0
0.15,7.5,10.0,linear,0
0.15,8.25,10.0,linear,0
0.15,9.0,10.0,linear,0
0.15,9.75,10.0,linear,0
0.2,0.0,10.0,linear,0
0.2,0.75,10.0,linear,0
0.2,1.5,10.0,linear,0
0.2,10.5,10.0,linear,0
0.2,11.25,10.0,linear,0
0.2,12.0,10.0,linear,1.00
0.2,12.75,10.0,linear,1.00
0.2,13.5,10.0,linear,1.00
0.2,14.25,10.0,linear,1.00
0.2,15.0,10.0,linear,1.00
0.2,2.25,10.0,linear,0
0.2,3.0,10.0,linear,0
0.2,3.75,10.0,linear,0
0.2,4.5,10.0,linear,0
0.2,5.25,10.0,linear,0
0.2,6.0,10.0,linear,0
0.2,6.75,10.0,linear,0
0.2,7.5,10.0,linear,0
0.2,8.25,10.0,linear,0
0.2,9.0,10.0,linear,0
0.2,9.75,10.0,linear,0
0.25,0.0,10.0,linear,0
0.25,0.75,10.0,linear,0
0.25,1.5,10.0,linear,0
0.25,10.5,10.0,linear,0
0.25,11.25,10.0,linear,1.00
0.25,12.0,10.0,linear,1.00
0.25,12.75,10.0,linear,1.00
0.25,13.5,10.0,linear,1.00
0.25,14.25,10.0,linear,1.00
0.25,15.0,10.0,linear,1.00
0.25,2.25,10.0,linear,0
0.25,3.0,10.0,linear,0
0.25,3.75,10.0,linear,0
0.25,4.5,10.0,linear,0
0.25,5.25,10.0,linear,0
0.25,6.0,10.0,linear,0
0.25,6.75,10.0,linear,0
0.25,7.5,10.0,linear,0
0.25,8.25,10.0,linear,0
0.25,9.0,10.0,linear,0
0.25,9.75,10.0,linear,0
0.3,0.0,10.0,linear,0
0.3,0.75,10.0,linear,0
0.3,1.5,10.0,linear,0
0.3,10.5,10.0,linear,1.00
0.3,11.25,10.0,linear,1.00
0.3,12.0,10.0,linear,1.00
0.3,12.75,10.0,linear,1.00
0.3,13.5,10.0,linear,1.00
0.3,14.25,10.0,linear,1.00
0.3,15.0,10.0,linear,1.00
0.3,2.25,10.0,linear,0
0.3,3.0,10.0,linear,0
0.3,3.75,10.0,linear,0
0.3,4.5,10.0,linear,0
0.3,5.25,10.0,linear,0
0.3,6.0,10.0,linear,0
0.3,6.75,10.0,linear,0
0.3,7.5,10.0,linear,0
0.3,8.25,10.0,linear,0
0.3,9.0,10.0,linear,0
0.3,9.75,10.0,linear,0
0.35,0.0,10.0,linear,0
0.35,0.75,10.0,linear,0
0.35,1.5,10.0,linear,0
0.35,10.5,10.0,linear,1.00
0.35,11.25,10.0,linear,1.00
0.35,12.0,10.0,linear,1.00
0.35,12.75,10.0,linear,1.00
0.35,13.5,10.0,linear,1.00
0.35,14.25,10.0,linear,1.00
0.35,15.0,10.0,linear,1.00
0.35,2.25,10.0,linear,0
0.35,3.0,10.0,linear,0
0.35,3.75,10.0,linear,0
0.35,4.5,10.0,linear,0
0.35,5.25,10.0,linear,0
0.35,6.0,10.0,linear,0
0.35,6.75,10.0,linear,0
0.35,7.5,10.0,linear,0
0.35,8.25,10.0,linear,0
0.35,9.0,10.0,linear,0
0.35,9.75,10.0,linear,1.00
0.4,0.0,10.0,linear,0
0.4,0.75,10.0,linear,0
0.4,1.5,10.0,linear,0
0.4,10.5,10.0,linear,1.00
0.4,11.25,10.0,linear,1.00
0.4,12.0,10.0,linear,1.00
0.4,12.75,10.0,linear,1.00
0.4,13.5,10.0,linear,1.00
0.4,14.25,10.0,linear,1.00
0.4,15.0,10.0,linear,1.00
0.4,2.25,10.0,linear,0
0.4,3.0,10.0,linear,0
0.4,3.75,10.0,linear,0
0.4,4.5,10.0,linear,0
0.4,5.25,10.0,linear,0
0.4,6.0,10.0,linear,0
0.4,6.75,10.0,linear,0
0.4,7.5,10.0,linear,0
0.4,8.25,10.0,linear,0
0.4,9.0,10.0,linear,1.00
0.4,9.75,10.0,linear,1.00
0.45,0.0,10.0,linear,0
0.45,0.75,10.0,linear,0
0.45,1.5,10.0,linear,0
0.45,10.5,10.0,linear,1.00
0.45,11.25,10.0,linear,1.00
0.45,12.0,10.0,linear,1.00
0.45,12.75,10.0,linear,1.00
0.45,13.5,10.0,linear,1.00
0.45,14.25,10.0,linear,1.00
0.45,15.0,10.0,linear,1.00
0.45,2.25,10.0,linear,0
0.45,3.0,10.0,linear,0
0.45,3.75,10.0,linear,0
0.45,4.5,10.0,linear,0
0.45,5.25,10.0,linear,0
0.45,6.0,10.0,linear,0
0.45,6.75,10.0,linear,0
0.45,7.5,10.0,linear,0
0.45,8.25,10.0,linear,1.00
0.45,9.0,10.0,linear,1.00
0.45,9.75,10.0,linear,1.00
0.5,0.0,10.0,linear,0
0.5,0.75,10.0,linear,0
0.5,1.5,10.0,linear,0
0.5,10.5,10.0,linear,1.00
0.5,11.25,10.0,linear,1.00
0.5,12.0,10.0,linear,1.00
0.5,12.75,10.0,linear,1.00
0.5,13.5,10.0,linear,1.00
0.5,14.25,10.0,linear,1.00
0.5,15.0,10.0,linear,1.00
0.5,2.25,10.0,linear,0
0.5,3.0,10.0,linear,0
0.5,3.75,10.0,linear,0
0.5,4.5,10.0,linear,0
0.5,5.25,10.0,linear,0
0.5,6.0,10.0,linear,0
0.5,6.75,10.0,linear,0
0.5,7.5,10.0,linear,1.00
0.5,8.25,10.0,linear,1.00
0.5,9.0,10.0,linear,1.00
0.5,9.75,10.0,linear,1.00
0.55,0.0,10.0,linear,0
0.55,0.75,10.0,linear,0
0.55,1.5,10.0,linear,0
0.55,10.5,10.0,linear,1.00
0.55,11.25,10.0,linear,1.00
0.55,12.0,10.0,linear,1.00
0.55,12.75,10.0,linear,1.00
0.55,13.5,10.0,linear,1.00
0.55,14.25,10.0,linear,1.00
0.55,15.0,10.0,linear,1.00
0.55,2.25,10.0,linear,0
0.55,3.0,10.0,linear,0
0.55,3.75,10.0,linear,0
0.55,4.5,10.0,linear,0
0.55,5.25,10.0,linear,0
0.55,6.0,10.0,linear,0
0.55,6.75,10.0,linear,1.00
0.55,7.5,10.0,linear,1.00
0.55,8.25,10.0,linear,1.00
0.55,9.0,10.0,linear,1.00
0.55,9.75,10.0,linear,1.00
0.6,0.0,10.0,linear,0
0.6,0.75,10.0,linear,0
0.6,1.5,10.0,linear,0
0.6,10.5,10.0,linear,1.00
0.6,11.25,10.0,linear,1.00
0.6,12.0,10.0,linear,1.00
0.6,12.75,10.0,linear,1.00
0.6,13.5,10.0,linear,1.00
0.6,14.25,10.0,linear,1.00
0.6,15.0,10.0,linear,1.00
0.6,2.25,10.0,linear,0
0.6,3.0,10.0,linear,0
0.6,3.75,10.0,linear,0
0.6,4.5,10.0,linear,0
0.6,5.25,10.0,linear,0
0.6,6.0,10.0,linear,1.00
0.6,6.75,10.0,linear,1.00
0.6,7.5,10.0,linear,1.00
0.6,8.25,10.0,linear,1.00
0.6,9.0,10.0,linear,1.00
0.6,9.75,10.0,linear,1.00
0.65,0.0,10.0,linear,0
0.65,0.75,10.0,linear,0
0.65,1.5,10.0,linear,0
0.65,10.5,10.0,linear,1.00
0.65,11.25,10.0,linear,1.00
0.65,12.0,10.0,linear,1.00
0.65,12.75,10.0,linear,1.00
0.65,13.5,10.0,linear,1.00
0.65,14.25,10.0,linear,1.00
0.65,15.0,10.0,linear,1.00
0.65,2.25,10.0,linear,0
0.65,3.0,10.0,linear,0
0.65,3.75,10.0,linear,0
0.65,4.5,10.0,linear,0
0.65,5.25,10.0,linear,1.00
0.65,6.0,10.0,linear,1.00
0.65,6.75,10.0,linear,1.00
0.65,7.5,10.0,linear,1.00
0.65,8.25,10.0,linear,1.00
0.65,9.0,10.0,linear,1.00
0.65,9.75,10.0,linear,1.00
0.7,0.0,10.0,linear,0
0.7,0.75,10.0,linear,0
0.7,1.5,10.0,linear,0
0.7,10.5,10.0,linear,1.00
0.7,11.25,10.0,linear,1.00
0.7,12.0,10.0,linear,1.00
0.7,12.75,10.0,linear,1.00
0.7,13.5,10.0,linear,1.00
0.7,14.25,10.0,linear,1.00
0.7,15.0,10.0,linear,1.00
0.7,2.25,10.0,linear,0
0.7,3.0,10.0,linear,0
0.7,3.75,10.0,linear,0
0.7,4.5,10.0,linear,1.00
0.7,5.25,10.0,linear,1.00
0.7,6.0,10.0,linear,1.00
0.7,6.75,10.0,linear,1.00
0.7,7.5,10.0,linear,1.00
0.7,8.25,10.0,linear,1.00
0.7,9.0,10.0,linear,1.00
0.7,9.75,10.0,linear,1.00
0.75,0.0,10.0,linear,0
0.75,0.75,10.0,linear,0
0.75,1.5,10.0,linear,0
0.75,10.5,10.0,linear,1.00
0.75,11.25,10.0,linear,1.00
0.75,12.0,10.0,linear,1.00
0.75,12.75,10.0,linear,1.00
0.75,13.5,10.0,linear,1.00
0.75,14.25,10.0,linear,1.00
0.75,15.0,10.0,linear,1.00
0.75,2.25,10.0,linear,0
0.75,3.0,10.0,linear,0
0.75,3.75,10.0,linear,1.00
0.75,4.5,10.0,linear,1.00
0.75,5.25,10.0,linear,1.00
0.75,6.0,10.0,linear,1.00
0.75,6.75,10.0,linear,1.00
0.75,7.5,10.0,linear,1.00
0.75,8.25,10.0,linear,1.00
0.75,9.0,10.0,linear,1.00
0.75,9.75,10.0,linear,1.00
0.8,0.0,10.0,linear,0
0.8,0.75,10.0,linear,0
0.8,1.5,10.0,linear,0
0.8,10.5,10.0,linear,1.00
0.8,11.25,10.0,linear,1.00
0.8,12.0,10.0,linear,1.00
0.8,12.75,10.0,linear,1.00
0.8,13.5,10.0,linear,1.00
0.8,14.25,10.0,linear,1.00
0.8,15.0,10.0,linear,1.00
0.8,2.25,10.0,linear,0
0.8,3.0,10.0,linear,1.00
0.8,3.75,10.0,linear,1.00
0.8,4.5,10.0,linear,1.00
0.8,5.25,10.0,linear,1.00
0.8,6.0,10.0,linear,1.00
0.8,6.75,10.0,linear,1.00
0.8,7.5,10.0,linear,1.00
0.8,8.25,10.0,linear,1.00
0.8,9.0,10.0,linear,1.00
0.8,9.75,10.0,linear,1.00
0.85,0.0,10.0,linear,0
0.85,0.75,10.0,linear,0
0.85,1.5,10.0,linear,0
0.85,10.5,10.0,linear,1.00
0.85,11.25,10.0,linear,1.00
0.85,12.0,10.0,linear,1.00
0.85,12.75,10.0,linear,1.00
0.85,13.5,10.0,linear,1.00
0.85,14.25,10.0,linear,1.00
0.85,15.0,10.0,linear,1.00
0.85,2.25,10.0,linear,1.00
0.85,3.0,10.0,linear,1.00
0.85,3.75,10.0,linear,1.00
0.85,4.5,10.0,linear,1.00
0.85,5.25,10.0,linear,1.00
0.85,6.0,10.0,linear,1.00
0.85,6.75,10.0,linear,1.00
0.85,7.5,10.0,linear,1.00
0.85,8.25,10.0,linear,1.00
0.85,9.0,10.0,linear,1.00
0.85,9.75,10.0,linear,1.00
0.9,0.0,10.0,linear,0
0.9,0.75,10.0,linear,0
0.9,1.5,10.0,linear,.95
0.9,10.5,10.0,linear,1.00
0.9,11.25,10.0,linear,1.00
0.9,12.0,10.0,linear,1.00
0.9,12.75,10.0,linear,1.00
0.9,13.5,10.0,linear,1.00
0.9,14.25,10.0,linear,1.00
0.9,15.0,10.0,linear,1.00
0.9,2.25,10.0,linear,1.00
0.9,3.0,10.0,linear,1.00
0.9,3.75,10.0,linear,1.00
0.9,4.5,10.0,linear,1.00
0.9,5.25,10.0,linear,1.00
0.9,6.0,10.0,linear,1.00
0.9,6.75,10.0,linear,1.00
0.9,7.5,10.0,linear,1.00
0.9,8.25,10.0,linear,1.00
0.9,9.0,10.0,linear,1.00
0.9,9.75,10.0,linear,1.00
0.95,0.0,10.0,linear,0
0.95,0.75,10.0,linear,.20
0.95,1.5,10.0,linear,1.00
0.95,10.5,10.0,linear,1.00
0.95,11.25,10.0,linear,1.00
0.95,12.0,10.0,linear,1.00
0.95,12.75,10.0,linear,1.00
0.95,13.5,10.0,linear,1.00
0.95,14.25,10.0,linear,1.00
0.95,15.0,10.0,linear,1.00
0.95,2.25,10.0,linear,1.00
0.95,3.0,10.0,linear,1.00
0.95,3.75,10.0,linear,1.00
0.95,4.5,10.0,linear,1.00
0.95,5.25,10.0,linear,1.00
0.95,6.0,10.0,linear,1.00
0.95,6.75,10.0,linear,1.00
0.95,7.5,10.0,linear,1.00
0.95,8.25,10.0,linear,1.00
0.95,9.0,10.0,linear,1.00
0.95,9.75,10.0,linear,1.00
1.0,0.0,10.0,linear,0
1.0,0.75,10.0,linear,1.00
1.0,1.5,10.0,linear,1.00
1.0,10.5,10.0,linear,1.00
1.0,11.25,10.0,linear,1.00
1.0,12.0,10.0,linear,1.00
1.0,12.75,10.0,linear,1.00
1.0,13.5,10.0,linear,1.00
1.0,14.25,10.0,linear,1.00
1.0,15.0,10.0,linear,1.00
1.0,2.25,10.0,linear,1.00
1.0,3.0,10.0,linear,1.00
1.0,3.75,10.0,linear,1.00
1.0,4.5,10.0,linear,1.00
1.0,5.25,10.0,linear,1.00
1.0,6.0,10.0,linear,1.00
1.0,6.75,10.0,linear,1.00
1.0,7.5,10.0,linear,1.00
1.0,8.25,10.0,linear,1.00
1.0,9.0,10.0,linear,1.00
1.0,9.75,10.0,linear,1.00
